antecedents_str,consequents_str,support,confidence,lift,leverage,conviction
JUMBO BAG PEARS,JUMBO BAG APPLES,0.020415346708905314,0.6823529411764706,13.875207506315409,0.018943992374232256,2.99332897537755
JUMBO BAG APPLES,JUMBO BAG PEARS,0.020415346708905314,0.4151329243353783,13.875207506315409,0.018943992374232256,1.6586349236824423
CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG,0.02624830291144969,0.7025572005383581,13.51233563549935,0.02430575917811534,3.1871883835981
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.02624830291144969,0.5048355899419729,13.512335635499348,0.02430575917811534,1.9440793608890228
STRAWBERRY CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,0.020415346708905314,0.5623268698060941,13.392807736327898,0.018890995197942545,2.188877283232542
WOODLAND CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,0.020415346708905314,0.48622754491017955,13.392807736327896,0.018890995197942545,1.8757231270430847
CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG,0.020867903655654448,0.47052154195011336,12.960196543991557,0.019257750323116527,1.820083256265136
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.020867903655654448,0.574792243767313,12.960196543991556,0.019257750323116527,2.247488210670418
STRAWBERRY CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,0.02443807512445316,0.6731301939058172,12.946363797103468,0.02255043504979986,2.9002563637091945
RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,0.02443807512445316,0.4700193423597679,12.946363797103468,0.02255043504979986,1.8183585799915507
CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN,0.020616483129682707,0.5518169582772544,12.442158559251427,0.01895949708248648,2.1322748302684946
CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG PINK POLKADOT,0.020616483129682707,0.46485260770975056,12.442158559251427,0.01895949708248648,1.798829488303832
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN,0.03218182732438276,0.6089438629876308,12.357210819627566,0.029577531921955315,2.4311639351141734
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED,0.03218182732438276,0.6530612244897959,12.357210819627564,0.029577531921955315,2.730024639211545
CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG,0.02292955196862272,0.5170068027210886,12.313430282292561,0.021067394028637727,1.9834912325059126
WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.02292955196862272,0.5461077844311377,12.313430282292558,0.021067394028637727,2.105454525191342
WOODLAND CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,0.025443757228340122,0.6059880239520957,11.655013377500318,0.02326068318078402,2.4060340620554763
RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,0.025443757228340122,0.48936170212765956,11.655013377500318,0.02326068318078402,1.8761083454853253
PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.02775682606728013,0.4758620689655172,11.540815811606391,0.025351725204361446,1.8292265775314736
PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS,0.02775682606728013,0.673170731707317,11.54081581160639,0.025351725204361446,2.8812304445490144
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED,0.02363352944134359,0.6002554278416347,11.358020640805508,0.021552750563689826,2.369391535016292
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE PINK,0.02363352944134359,0.44719314938154137,11.358020640805508,0.021552750563689826,1.737727281342684
CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG,0.02549404133353447,0.5748299319727892,11.055747444045318,0.0231880876689303,2.2297106652587124
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.02549404133353447,0.49032882011605416,11.055747444045316,0.0231880876689303,1.8750313082960472
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE GREEN,0.021018755971237493,0.5338441890166029,10.833223864258349,0.019078543506821994,2.039493136219641
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK,0.021018755971237493,0.42653061224489797,10.833223864258347,0.019078543506821994,1.6751156489682721
WOODEN FRAME ANTIQUE WHITE,WOODEN PICTURE FRAME WHITE FINISH,0.027103132699753608,0.5550978372811535,10.035664263645726,0.024402451211440482,2.1233600630599927
WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE,0.027103132699753608,0.49,10.035664263645725,0.024402451211440482,1.8650473212868393
"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",JUMBO BAG PINK POLKADOT,0.020767335445265753,0.5704419889502763,9.313940750619167,0.018537630962350164,2.185395070573176
JUMBO BAG PINK POLKADOT,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",0.020767335445265753,0.339080459770115,9.313940750619167,0.018537630962350164,1.4579600831655375
HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.0247900638608136,0.5323974082073435,8.815809539566562,0.02197806301737972,2.0094174116088466
HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.0247900638608136,0.4104912572855954,8.81580953956656,0.02197806301737972,1.6173414395856365
JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI,0.02257756323226228,0.5202780996523754,8.738826493063167,0.019993971116068623,1.9604350328146294
JUMBO STORAGE BAG SUKI,JUMBO BAG WOODLAND ANIMALS,0.02257756323226228,0.37922297297297297,8.738826493063167,0.019993971116068623,1.5409797327690569
"JUMBO BAG RED RETROSPOT, JUMBO BAG PINK POLKADOT",JUMBO STORAGE BAG SUKI,0.020767335445265753,0.5006060606060606,8.40840601965602,0.018297505206726045,1.883209917587769
JUMBO STORAGE BAG SUKI,"JUMBO BAG RED RETROSPOT, JUMBO BAG PINK POLKADOT",0.020767335445265753,0.3488175675675676,8.40840601965602,0.018297505206726045,1.4719617199042292
60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.022778699653039674,0.5471014492753623,8.24258069828722,0.020015159872619568,2.061443958364761
PACK OF 72 RETROSPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.022778699653039674,0.3431818181818182,8.24258069828722,0.020015159872619568,1.4591020581162464
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,0.020968471866043142,0.4820809248554913,8.159270938383962,0.01839857658687054,1.8167243138015503
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,0.020968471866043142,0.3548936170212766,8.159270938383962,0.01839857658687054,1.4827077738563252
JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS,0.021571881128375322,0.3522167487684729,8.11649418627882,0.018914098022358532,1.476735953574961
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG PINK POLKADOT,0.021571881128375322,0.4971031286210892,8.116494186278818,0.018914098022358532,1.8666927819600094
LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN,0.024086086388092724,0.47053045186640474,8.087674240507512,0.021107963670506453,1.7788016206221926
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG WOODLAND,0.024086086388092724,0.4140017286084702,8.087674240507512,0.021107963670506453,1.6191358016450763
LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,0.02524262080756273,0.43652173913043474,7.964319106501795,0.022073157044244215,1.6774211020661802
LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE,0.02524262080756273,0.4605504587155963,7.964319106501794,0.022073157044244215,1.746545704317831
LUNCH BAG BLACK SKULL.,LUNCH BAG PINK POLKADOT,0.02735455322572535,0.42733699921445406,7.796743948053072,0.02384609464250407,1.6505175365644422
LUNCH BAG PINK POLKADOT,LUNCH BAG BLACK SKULL.,0.02735455322572535,0.4990825688073395,7.796743948053071,0.02384609464250407,1.8685481394788985
JUMBO BAG BAROQUE BLACK WHITE,JUMBO SHOPPER VINTAGE RED PAISLEY,0.021169608286820536,0.45123258306538055,7.637159471847849,0.018397686557955754,1.7145992042540354
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG BAROQUE BLACK WHITE,0.021169608286820536,0.35829787234042554,7.637159471847848,0.018397686557955754,1.4852450829947825
"JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,0.020767335445265753,0.8019417475728156,7.62342998756242,0.018043189558290002,4.517891281820719
LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND,0.022527279127067933,0.38956521739130434,7.610298112240541,0.01956717443802367,1.5543196553404226
LUNCH BAG WOODLAND,LUNCH BAG CARS BLUE,0.022527279127067933,0.4400785854616896,7.61029811224054,0.01956717443802367,1.6826884176297836
JUMBO BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI,0.021219892392014883,0.45230439442658094,7.5971093682106545,0.018426738922248158,1.7171282914809183
JUMBO STORAGE BAG SUKI,JUMBO BAG BAROQUE BLACK WHITE,0.021219892392014883,0.3564189189189189,7.5971093682106545,0.018426738922248158,1.480908867384185
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,0.026348871121838386,0.4459574468085106,7.490503162737205,0.022831234115433346,1.6974573776553346
JUMBO STORAGE BAG SUKI,JUMBO SHOPPER VINTAGE RED PAISLEY,0.026348871121838386,0.4425675675675676,7.490503162737205,0.022831234115433346,1.6879465952327621
PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,0.02162216523356967,0.3257575757575758,7.454937754995294,0.01872178350750074,1.4183372006895139
PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.02162216523356967,0.4948216340621404,7.454937754995293,0.01872178350750074,1.8481095868192876
LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN,0.027103132699753608,0.46869565217391307,7.253657925900864,0.02336665477694233,1.7605444575270903
LUNCH BAG SUKI DESIGN,LUNCH BAG CARS BLUE,0.027103132699753608,0.419455252918288,7.253657925900864,0.02336665477694233,1.6229124176260754
JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG PINK POLKADOT,0.0208176195504601,0.44372990353697755,7.245038252577892,0.017944257281730477,1.687586598384921
JUMBO BAG PINK POLKADOT,JUMBO BAG BAROQUE BLACK WHITE,0.0208176195504601,0.33990147783251234,7.245038252577892,0.017944257281730477,1.443852542987281
LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN,0.024287222808870117,0.42000000000000004,7.21913569576491,0.020922938795879732,1.623829810845068
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG CARS BLUE,0.024287222808870117,0.4174589455488332,7.219135695764909,0.020922938795879732,1.617350866222048
JAM MAKING SET WITH JARS,JAM MAKING SET PRINTED,0.02373409765173229,0.4165931156222418,7.129765310137283,0.02040522262999959,1.6139162820617272
JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,0.02373409765173229,0.40619621342512907,7.129765310137283,0.02040522262999959,1.5881140035402925
LUNCH BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,0.02680142806858752,0.4147859922178989,7.129515148865476,0.023042206367115653,1.6093621782218472
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,0.02680142806858752,0.4606741573033708,7.129515148865475,0.023042206367115653,1.734359548113508
JUMBO STORAGE BAG SUKI,JUMBO BAG PINK POLKADOT,0.025896314175089256,0.43496621621621623,7.101948392357875,0.022249946622917904,1.6614120904184877
JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,0.025896314175089256,0.422824302134647,7.101948392357875,0.022249946622917904,1.6294234544665267
LUNCH BAG BLACK SKULL.,LUNCH BAG SUKI DESIGN,0.02936591743349927,0.45875883739198736,7.0998731511396524,0.025229798828509047,1.7282220744594472
LUNCH BAG SUKI DESIGN,LUNCH BAG BLACK SKULL.,0.02936591743349927,0.4544747081712062,7.0998731511396524,0.025229798828509047,1.7157560760378878
LUNCH BAG CARS BLUE,LUNCH BAG BLACK SKULL.,0.02624830291144969,0.4539130434782609,7.091098739711056,0.022546718167684124,1.713991376115819
LUNCH BAG BLACK SKULL.,LUNCH BAG CARS BLUE,0.02624830291144969,0.4100549882168107,7.091098739711056,0.022546718167684124,1.5970527086561042
LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.030472167747774927,0.5559633027522937,7.069336446185974,0.026161697029661746,2.0749538612167013
LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,0.030472167747774927,0.38746803069053704,7.0693364461859725,0.026161697029661746,1.5430873369821327
SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 3 CAKE TINS PANTRY DESIGN,0.020616483129682707,0.49160671462829736,7.058904500947978,0.017695848188819856,1.8299937097430674
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG BLACK SKULL.,0.02574546185950621,0.442523768366465,6.913173748235577,0.022021345730343807,1.6789744225416239
LUNCH BAG BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN,0.02574546185950621,0.40219952867242736,6.913173748235577,0.022021345730343807,1.5754776643092607
LUNCH BAG WOODLAND,LUNCH BAG SUKI DESIGN,0.02257756323226228,0.44106090373280943,6.8259752471084685,0.019269967992764994,1.6735006212163752
LUNCH BAG SUKI DESIGN,LUNCH BAG WOODLAND,0.02257756323226228,0.34941634241245134,6.825975247108468,0.019269967992764994,1.4583993462585136
LUNCH BAG BLACK SKULL.,LUNCH BAG WOODLAND,0.02232614270629054,0.3487824037706206,6.8135910253303855,0.019049435515722413,1.4569796430653459
LUNCH BAG WOODLAND,LUNCH BAG BLACK SKULL.,0.02232614270629054,0.4361493123772102,6.813591025330385,0.019049435515722413,1.6599932475630168
LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN,0.02152159702318097,0.39266055045871556,6.749213800321932,0.018332840871737907,1.5507329402058183
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG PINK POLKADOT,0.02152159702318097,0.3699222126188418,6.749213800321932,0.018332840871737907,1.500116881229426
LUNCH BAG APPLE DESIGN,LUNCH BAG SUKI DESIGN,0.02257756323226228,0.43339768339768336,6.707377221579557,0.019211483990494906,1.6508667497767837
LUNCH BAG SUKI DESIGN,LUNCH BAG APPLE DESIGN,0.02257756323226228,0.34941634241245134,6.707377221579556,0.019211483990494906,1.4570081125825025
LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN,0.023532961230954896,0.42935779816513764,6.644854888801628,0.01999142998237725,1.6391793698706372
LUNCH BAG SUKI DESIGN,LUNCH BAG PINK POLKADOT,0.023532961230954896,0.36420233463035023,6.644854888801628,0.01999142998237725,1.486621258334806
LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT,0.026449439332227084,0.5166994106090375,6.570077480039595,0.022423696955126884,1.906382238509367
LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,0.026449439332227084,0.33631713554987214,6.570077480039595,0.022423696955126884,1.4296147026460582
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK POLKADOT,0.023532961230954896,0.39829787234042546,6.503242846661775,0.019914310999703765,1.560163936140182
JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,0.023532961230954896,0.3842364532019704,6.503242846661775,0.019914310999703765,1.528047870468145
LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.03288580479710364,0.5089494163424125,6.471532636062377,0.0278041948220803,1.876294805747561
LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN,0.03288580479710364,0.41815856777493604,6.471532636062377,0.0278041948220803,1.6076285960733083
JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.041484386785337155,0.6773399014778325,6.43893815520538,0.03504164952254791,2.7732144632440465
JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,0.041484386785337155,0.39435946462715105,6.43893815520538,0.03504164952254791,1.5500183773124785
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG RED RETROSPOT,0.022527279127067933,0.676737160120846,6.433208366789323,0.019025561501479687,2.768043652242648
LUNCH BAG BLACK SKULL.,LUNCH BAG RED RETROSPOT,0.03223211142957711,0.5035349567949725,6.4026852210879905,0.027197956178055937,1.8558318900522126
LUNCH BAG RED RETROSPOT,LUNCH BAG BLACK SKULL.,0.03223211142957711,0.409846547314578,6.4026852210879905,0.027197956178055937,1.5860084014225337
LUNCH BAG APPLE DESIGN,LUNCH BAG BLACK SKULL.,0.020867903655654448,0.40057915057915056,6.257908536973737,0.01753325861692303,1.5614877844037813
LUNCH BAG BLACK SKULL.,LUNCH BAG APPLE DESIGN,0.020867903655654448,0.32600157109190886,6.257908536973737,0.01753325861692303,1.4063915082922473
JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT,0.027002564489364913,0.6509090909090909,6.18768120980358,0.022638641466539683,2.5632453571009535
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT,0.028159098908834918,0.4840103716508211,6.154420883005038,0.02358367265116799,1.7856088743949377
LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,0.028159098908834918,0.35805626598465473,6.154420883005038,0.02358367265116799,1.4671399382607349
LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,0.02785739427766883,0.4817391304347826,6.125540976314912,0.023309649942044833,1.7777835711366539
LUNCH BAG RED RETROSPOT,LUNCH BAG CARS BLUE,0.02785739427766883,0.3542199488491048,6.125540976314911,0.023309649942044833,1.4589693152449954
LUNCH BAG APPLE DESIGN,LUNCH BAG RED RETROSPOT,0.024488359229647507,0.4700772200772201,5.97725426833483,0.02039143476729406,1.7386602244393023
LUNCH BAG RED RETROSPOT,LUNCH BAG APPLE DESIGN,0.024488359229647507,0.3113810741687979,5.97725426833483,0.02039143476729406,1.3765315350205913
JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,0.02941620153869362,0.6270096463022509,5.960487971325461,0.024481001320153087,2.399004808200818
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG RED RETROSPOT,0.02162216523356967,0.6250000000000001,5.941383843212238,0.01798291791271663,2.3861484051557977
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG RED RETROSPOT,0.026901996278976215,0.619930475086906,5.893191853753968,0.022337068316917823,2.354320968349221
RED HANGING HEART T-LIGHT HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,0.024890632071202293,0.6680161943319839,5.878246927734586,0.020656268939268523,2.6698830097367203
JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,0.036405692160708,0.6114864864864865,5.812921489845486,0.030142801422495792,2.3031519388895085
JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SUKI,0.036405692160708,0.3460803059273423,5.812921489845486,0.030142801422495792,1.4381943654160627
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,0.026047166490672298,0.5988439306358382,5.692738646536766,0.021471659321285846,2.230567403234616
JUMBO STORAGE BAG SKULLS,JUMBO BAG RED RETROSPOT,0.0208176195504601,0.5872340425531916,5.582372564175584,0.01708844896731854,2.167828125818089
JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY,0.034193191532156685,0.32504780114722753,5.50146861397014,0.027977907226920753,1.3940486126216522
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,0.034193191532156685,0.5787234042553191,5.501468613970139,0.027977907226920753,2.1240336182258037
"ROSES REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",REGENCY CAKESTAND 3 TIER,0.020515914919294012,0.5312500000000001,5.311698717948719,0.016653513075987492,1.919967818172676
JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT,0.027455121436114043,0.558282208588957,5.307150230501238,0.022281889052692135,2.025740573127057
RECYCLING BAG RETROSPOT,JUMBO BAG RED RETROSPOT,0.020867903655654448,0.5548128342245989,5.2741696148301145,0.016911280114959574,2.0099538367753786
GREEN REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.025594609543923164,0.5014778325123151,5.014021948301866,0.020490002941115717,1.8053057084781978
SPOTTY BUNTING,PARTY BUNTING,0.024287222808870117,0.4233128834355829,4.99313363753466,0.01942309847895095,1.587032157220209
ROSES REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.026399155227032733,0.49249530956848026,4.924210267163583,0.021038061001818213,1.7733529004494617
JUMBO BAG VINTAGE LEAF,JUMBO BAG RED RETROSPOT,0.02137074470759793,0.4835039817974971,4.596292392928692,0.01672118308691505,1.7324541146464305
JUMBO BAG ALPHABET,JUMBO BAG RED RETROSPOT,0.0208176195504601,0.45695364238410596,4.343899180732656,0.016025238630848395,1.6477518712432562
RED RETROSPOT CHARLOTTE BAG,JUMBO BAG RED RETROSPOT,0.021421028812792276,0.4119922630560928,3.9164866803998653,0.015951578624184656,1.5217582962157241
LUNCH BAG RED RETROSPOT,JUMBO BAG RED RETROSPOT,0.02911449690752753,0.3702046035805626,3.5192442406341535,0.0208415567769837,1.4207878574861674
WOODEN PICTURE FRAME WHITE FINISH,WHITE HANGING HEART T-LIGHT HOLDER,0.020515914919294012,0.3709090909090909,3.263835880933226,0.014230085708596105,1.4089504544607667
LUNCH BAG SUKI DESIGN,JUMBO BAG RED RETROSPOT,0.020365062603710966,0.31517509727626464,2.9961219691840704,0.01356792189543167,1.3066196167436928
NATURAL SLATE HEART CHALKBOARD,WHITE HANGING HEART T-LIGHT HOLDER,0.020867903655654448,0.33226581265012006,2.9237921310499724,0.013730630306416549,1.3274113248245876
